riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits,bgTraits,accessionId,locations
rs429358-C,3e-13,-,0.14,-,0.38 unit decrease,[0.28-0.48],APOE,Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,19:44908684
rs143371462-G,7e-7,-,0.02,-,0.64 unit decrease,[0.39-0.89],SLCO1B3,Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,12:20812884
rs113730632-G,2e-6,-,0.05,-,0.41 unit increase,[0.23-0.59],NR1D2,Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,3:23951314
rs34105455-G,4e-6,-,0.13,-,0.25 unit decrease,[0.15-0.35],DENND2B,Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,11:8882396
rs2956605-A,4e-6,-,NR,-,0.17 unit decrease,[0.092-0.248],"CRISPLD1,PI15",Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,8:74970819
rs5755468-C,4e-6,-,NR,-,0.17 unit decrease,[0.092-0.248],LINC02885,Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,22:34970241
rs148603475-T,6e-6,-,NR,-,0.31 unit decrease,[0.17-0.45],"SLC28A3,NTRK2",Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,9:84627637
rs1124933-A,8e-6,-,NR,-,0.16 unit decrease,[0.082-0.238],"Y_RNA,RNU7-137P",Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,20:18097908
rs6488987-C,2e-6,-,0.36,-,0.18 unit increase,[0.10-0.26],AACS,Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,12:125083207
rs17092224-C,4e-6,-,0.11,-,0.27 unit decrease,[0.15-0.39],"ASS1P13,GUCY1A2",Parkinson's disease progression (cognitive),"Parkinson disease,disease progression measurement",-,GCST011037,11:107127349
rs429358-C,1e-8,-,0.14,-,0.35 unit increase,[0.23-0.47],APOE,Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,19:44908684
rs224750-T,1e-6,-,0.37,-,0.21 unit decrease,[0.13-0.29],"LINC02629,PARD3",Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,10:33942102
rs11634227-C,1e-6,-,0.41,-,0.21 unit decrease,[0.13-0.29],MCTP2,Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,15:94318611
rs79987229-T,3e-6,-,0.01,-,0.85 unit increase,[0.50-1.20],FAM184A,Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,6:119112570
rs62343939-T,3e-6,-,0.05,-,0.43 unit increase,[0.25-0.61],"LINC02063,LINC02114",Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,5:4699328
rs10253857-T,4e-6,-,0.22,-,0.23 unit decrease,[0.13-0.33],"LINC02889,SNX13",Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,7:17673826
rs13424530-A,4e-6,-,0.44,-,0.2 unit increase,[0.12-0.28],SULT1C2,Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,2:108292945
rs4802739-C,1e-6,-,0.40,-,0.2 unit increase,[0.12-0.28],"GPR32,GPR32P1",Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,19:50760039
rs17554587-C,3e-6,-,0.22,-,0.85 unit increase,[0.50-1.20],"MTND5P40,SQOR",Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,15:45744252
rs17367669-T,3e-6,-,0.22,-,0.23 unit increase,[0.13-0.33],"ZNF475,SNCAIP",Parkinson's disease progression (composite),"Parkinson disease,disease progression measurement",-,GCST011039,5:122191027
rs73656147-?,9e-9,-,NR,-,4.08 years decrease,[0.70-7.45],PLPPR1,Parkinson's disease (age at diagnosis),"age at diagnosis,Parkinson disease",-,GCST007198,9:101115169
rs6593808-?,1e-10,-,NR,-,0.28 unit decrease,[0.2-0.36],"RN7SL261P,GJA5",Parkinson disease axial motor progression,"Parkinson disease,disease progression measurement",-,GCST90321081,1:147747118
rs4073509-?,2e-7,-,NR,-,0.52 unit increase,[0.32-0.72],"CAVIN2,NABP1",Parkinson disease axial motor progression,"Parkinson disease,disease progression measurement",-,GCST90321081,2:191746287
rs117239007-?,5e-7,-,NR,-,0.68 unit increase,[0.41-0.95],"LINC00544,LINC00365",Parkinson disease axial motor progression,"Parkinson disease,disease progression measurement",-,GCST90321081,13:29975879
rs67383717-?,2e-6,-,NR,-,-,-,ERCC6L2-AS1,Parkinson's disease (pesticide exposure interaction),"pesticide exposure measurement,Parkinson disease",-,GCST003600,9:95864266
rs356203-T,2e-7,-,0.6226,-,1.4337 unit increase,[0.89-1.98],SNCA,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST009513,4:89744890
rs9356013-?,4e-13,-,NR,-,4.11 unit decrease,[3.01-5.21],PRKN,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST009513,6:162403694
rs9783733-?,3e-9,-,NR,-,2.3 unit increase,[1.54-3.06],PWRN4,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST011677,15:23923803
rs3775458-?,1e-6,-,NR,-,1.41 unit decrease,[0.84-1.98],SNCA,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST011677,4:89818097
rs356203-?,2e-12,-,NR,-,0.626 unit decrease,[0.45-0.80],SNCA,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST007780,4:89744890
rs983361-?,7e-6,(Conditional),NR,-,0.484 unit decrease,[0.27-0.70],SNCA-AS1,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST007780,4:89840793
rs34311866-C,1e-8,-,0.2566,-,0.613 unit decrease,[0.40-0.82],TMEM175,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST007780,4:958159
rs429358-?,6e-8,-,NR,-,0.707 unit decrease,[0.45-0.96],APOE,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST007780,19:44908684
rs368657122-G,9e-12,-,0.9983,-,1.633 unit decrease,[1.56-1.71],"H2ACP1,SERTM1",Takes medication for parkinson's disease?,"drug use measurement,Parkinson disease",-,GCST90479726,13:36532864
rs145533835-T,1e-11,-,0.9955,-,1.633 unit decrease,[1.56-1.71],"RNU6-259P,RNA5SP102",Takes medication for parkinson's disease?,"drug use measurement,Parkinson disease",-,GCST90479726,2:124952741
rs189775425-C,1e-12,-,0.999,-,2.877 unit decrease,[2.85-2.91],"RPL7AP56,IFTAP",Takes medication for parkinson's disease?,"drug use measurement,Parkinson disease",-,GCST90479726,11:37312016
rs429358-C,2e-15,-,NR,2.41,-,[1.94-3.0],APOE,Parkinson’s disease progression to dementia,"dementia,Parkinson disease,disease progression measurement",-,GCST90270129,19:44908684
rs80306347-C,7e-9,-,NR,3.23,-,[2.17-4.81],LRP1B,Parkinson’s disease progression to dementia,"dementia,Parkinson disease,disease progression measurement",-,GCST90270129,2:141242702
rs78294974-A,4e-8,-,NR,3.9,-,[2.4-6.32],BBS9,Parkinson’s disease progression to dementia,"dementia,Parkinson disease,disease progression measurement",-,GCST90270129,7:33144410
