DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155235843		GBA1			ENSG00000177628			rs76763715-?	rs76763715	0	76763715	missense_variant	0	NR	3E-90	89.52287874528034		4.113	[3.71-4.51] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155179361		TRIM46			ENSG00000163462			rs114525519-?	rs114525519	0	114525519	intron_variant	0	NR	9E-60	59.045757490560675		2.563	[2.26-2.87] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155432750		ASH1L			ENSG00000116539			rs116540837-?	rs116540837	0	116540837	intron_variant	0	NR	2E-53	52.69897000433602		2.383	[2.08-2.69] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	154951539		PBXIP1			ENSG00000163346			rs116114495-?	rs116114495	0	116114495	splice_region_variant	0	NR	2E-39	38.69897000433602		2.134	[1.81-2.45] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	154882579		KCNN3 - PMVK	ENSG00000143603	ENSG00000163344		12298	42161	rs1630500-?	rs1630500	0	1630500	intergenic_variant	1	NR	1E-37	37.0		2.07	[1.75-2.39] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155974835		ARHGEF2			ENSG00000116584			rs71628699-?	rs71628699	0	71628699	intron_variant	0	NR	4E-36	35.39794000867204		1.87	[1.58-2.16] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155900625		RIT1			ENSG00000143622			rs1749409-?	rs1749409	0	1749409	splice_region_variant	0	NR	3E-34	33.52287874528034		1.824	[1.53-2.12] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	156176849		SEMA4A			ENSG00000196189			rs41265017-?	rs41265017	0	41265017	missense_variant	0	NR	1E-26	26.0		1.657	[1.35-1.96] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	156129878		LMNA			ENSG00000160789			rs513043-?	rs513043	0	513043	intron_variant	0	NR	2E-21	20.69897000433602		1.416	[1.12-1.71] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	156130948		LMNA			ENSG00000160789			rs577492-?	rs577492	0	577492	intron_variant	0	NR	3E-21	20.522878745280337		1.413	[1.12-1.71] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	156137072		LMNA			ENSG00000160789			rs553016-?	rs553016	0	553016	intron_variant	0	NR	4E-21	20.397940008672037		1.407	[1.11-1.7] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	156242034		PMF1-BGLAP			ENSG00000260238			rs1800247-?	rs1800247	0	1800247	intron_variant	0	NR	8E-10	9.096910013008056		0.898	[0.61-1.18] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	156364040		CCT3			ENSG00000163468			rs2764407-?	rs2764407	0	2764407	intergenic_variant	0	NR	4E-9	8.397940008672037		0.861	[0.57-1.15] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	155070410		EFNA4-EFNA3			ENSG00000251246			rs35902694-?	rs35902694	0	35902694	intron_variant	0	NR	5E-8	7.301029995663981		1.033	[0.66-1.4] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA											i709741-?	i709741	0			1	NR	3E-7	6.522878745280337		0.777	[0.48-1.07] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155225189		GBA1LP, GBA1LP			ENSG00000160766, ENSG00000291137			rs2049805-?	rs2049805	0	2049805	intron_variant	0	NR	6E-7	6.221848749616356		0.729	[0.44-1.02] unit increase	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	155047234		DCST1, DCST1-AS1			ENSG00000163357, ENSG00000232093			rs11264300-?	rs11264300	0	11264300	missense_variant	0	NR	8E-7	6.096910013008056		0.836	[0.5-1.17] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	155096272		EFNA3 - Y_RNA	ENSG00000143590	ENSG00000200209		8734	24218	rs7365544-?	rs7365544	0	7365544	intron_variant	1	NR	9E-7	6.045757490560675		0.719	[0.43-1.01] unit increase	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155216938		GBA1LP, GBA1LP			ENSG00000160766, ENSG00000291137			rs28445596-?	rs28445596	0	28445596	non_coding_transcript_exon_variant	0	NR	1E-6	6.0		0.711	[0.42-1] unit increase	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	154845097		KCNN3			ENSG00000143603			rs1218566-?	rs1218566	0	1218566	intron_variant	0	NR	1E-6	6.0		0.809	[0.48-1.14] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155908941		RIT1			ENSG00000143622			rs670523-?	rs670523	0	670523	intron_variant	0	NR	1E-6	6.0		0.794	[0.47-1.12] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155192276		MUC1			ENSG00000185499			rs4072037-?	rs4072037	0	4072037	synonymous_variant	0	NR	1E-6	6.0		1.065	[0.63-1.5] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155107001		EFNA3 - Y_RNA	ENSG00000143590	ENSG00000200209		19463	13489	rs7367207-?	rs7367207	0	7367207	intergenic_variant	1	NR	1E-6	6.0		0.696	[0.41-0.98] unit increase	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	154852794		KCNN3			ENSG00000143603			rs11264275-?	rs11264275	0	11264275	intron_variant	0	NR	2E-6	5.698970004336019		1.086	[0.64-1.53] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	155034817		DCST1			ENSG00000163357			rs4845404-?	rs4845404	0	4845404	intron_variant	0	NR	2E-6	5.698970004336019		0.808	[0.48-1.14] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	3p14.3	3	54550560		CACNA2D3			ENSG00000157445			rs75337321-?	rs75337321	0	75337321	intron_variant	0	NR	2E-6	5.698970004336019		0.83	[0.49-1.17] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	4q32.1	4	155466679		MTND1P22 - GUCY1A1	ENSG00000251407	ENSG00000164116		2856	200047	rs17377936-?	rs17377936	0	17377936	intergenic_variant	1	NR	2E-6	5.698970004336019		0.682	[0.4-0.97] unit increase	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q23.1	1	156878696		NTRK1			ENSG00000198400			rs58519469-?	rs58519469	0	58519469	intron_variant	0	NR	3E-6	5.522878745280337		0.896	[0.52-1.27] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q22	1	155154472		HMGN2P18 - KRTCAP2	ENSG00000223452	ENSG00000163463		5659	14936	rs10908458-?	rs10908458	0	10908458	intergenic_variant	1	NR	3E-6	5.522878745280337		0.675	[0.39-0.96] unit increase	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	1q21.3	1	154825677		KCNN3			ENSG00000143603			rs2798604-?	rs2798604	0	2798604	intron_variant	0	NR	3E-6	5.522878745280337		0.749	[0.43-1.06] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	19p13.11	19	18403904		LRRC25 - SSBP4	ENSG00000175489	ENSG00000130511		6282	14960	rs111408331-?	rs111408331	0	111408331	intergenic_variant	1	NR	3E-6	5.522878745280337		0.944	[0.55-1.34] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	18p11.23	18	7234107		LRRC30 - PTPRM	ENSG00000206422	ENSG00000173482		2063	332675	rs79372348-?	rs79372348	0	79372348	regulatory_region_variant	1	NR	4E-6	5.3979400086720375		1.007	[0.58-1.44] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
2024-05-15	37842648	Rahman MA	2023-09-29	Front Genet	www.ncbi.nlm.nih.gov/pubmed/37842648	A genome-wide association study coupled with machine learning approaches to identify influential demographic and genomic factors underlying Parkinson's disease.	Parkinson disease	6,868 cases, 204 controls	NA	9p13.3	9	35742005		GBA2			ENSG00000070610			rs186852039-?	rs186852039	0	186852039	intron_variant	0	NR	4E-6	5.3979400086720375		0.921	[0.53-1.31] unit decrease	Illumina [447089] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90428733	Genome-wide genotyping array
